Unnamed: 0,brand_powertrain,attention_score
靠背加热,长城汽车 插电式混合动力 增程式,6.783
主驾操作区功能,长城汽车 插电式混合动力 增程式,7.085
车门大小,长城汽车 插电式混合动力 增程式,6.779
靠背通风,长城汽车 插电式混合动力 增程式,6.498
充电接口,长城汽车 插电式混合动力 增程式,6.559
座椅头枕音箱,长城汽车 插电式混合动力 增程式,6.084
车门开度,长城汽车 插电式混合动力 增程式,6.746
离地间隙,长城汽车 插电式混合动力 增程式,6.914
接近角,长城汽车 插电式混合动力 增程式,6.761
离去角,长城汽车 插电式混合动力 增程式,6.761
转向回正力,长城汽车 插电式混合动力 增程式,6.748
开关门质感,长城汽车 插电式混合动力 增程式,6.699
可变转向比,长城汽车 插电式混合动力 增程式,6.309
悬架高度,长城汽车 插电式混合动力 增程式,6.665
小桌板,长城汽车 插电式混合动力 增程式,6.076
自动驻车,长城汽车 插电式混合动力 增程式,7.047
天窗,长城汽车 插电式混合动力 增程式,6.909
制动热衰退,长城汽车 插电式混合动力 增程式,6.704
方向盘周边储物空间,长城汽车 插电式混合动力 增程式,6.547
儿童座椅适配,长城汽车 插电式混合动力 增程式,6.518
遮阳帘功能,长城汽车 插电式混合动力 增程式,6.285
后视镜视野,长城汽车 插电式混合动力 增程式,7.03
零重力座椅,长城汽车 插电式混合动力 增程式,6.344
副驾交互区功能,长城汽车 插电式混合动力 增程式,6.526
大床模式空间,长城汽车 插电式混合动力 增程式,6.332
转向座椅肋部支撑,长城汽车 插电式混合动力 增程式,6.148
座椅老板键,长城汽车 插电式混合动力 增程式,6.156
齿轮啸叫,长城汽车 插电式混合动力 增程式,6.352
麋鹿测试,长城汽车 插电式混合动力 增程式,6.831
车顶扶手,长城汽车 插电式混合动力 增程式,6.108
前方视野,长城汽车 插电式混合动力 增程式,7.207
电吸门便利性,长城汽车 插电式混合动力 增程式,6.183
易损件寿命,长城汽车 插电式混合动力 增程式,6.622
敲齿,长城汽车 插电式混合动力 增程式,6.329
吭音,长城汽车 插电式混合动力 增程式,6.327
门把手便利性,长城汽车 插电式混合动力 增程式,6.66
冷暖冰箱,长城汽车 插电式混合动力 增程式,6.079
脚部放置空间,长城汽车 插电式混合动力 增程式,7.399
女王座椅,长城汽车 插电式混合动力 增程式,6.1
爬陡坡性能,长城汽车 插电式混合动力 增程式,7.248
三把锁,长城汽车 插电式混合动力 增程式,6.175
制动辅助ABS/ESP/EPB,长城汽车 插电式混合动力 增程式,7.267
高热工况性能,长城汽车 插电式混合动力 增程式,6.889
高寒工况性能,长城汽车 插电式混合动力 增程式,6.811
侧面视野,长城汽车 插电式混合动力 增程式,7.101
隐私玻璃,长城汽车 插电式混合动力 增程式,6.655
防晒车顶玻璃,长城汽车 插电式混合动力 增程式,6.483
满/超载工况性能,长城汽车 插电式混合动力 增程式,6.929
遮阳帘视野,长城汽车 插电式混合动力 增程式,6.367
雨刮器视野,长城汽车 插电式混合动力 增程式,6.65
门板功能,长城汽车 插电式混合动力 增程式,6.515
高海拔工况性能,长城汽车 插电式混合动力 增程式,6.812
过道宽度,长城汽车 插电式混合动力 增程式,6.939
实用小配置,长城汽车 插电式混合动力 增程式,6.851
制动点头,长城汽车 插电式混合动力 增程式,6.49
除雾功能,长城汽车 插电式混合动力 增程式,6.913
除霜功能,长城汽车 插电式混合动力 增程式,6.913
燃油牌号,长城汽车 插电式混合动力 增程式,6.46
遮阳板,长城汽车 插电式混合动力 增程式,6.581
爬长坡性能,长城汽车 插电式混合动力 增程式,7.195
立柱扶手,长城汽车 插电式混合动力 增程式,6.097
减速玻璃,长城汽车 插电式混合动力 增程式,6.638
轮胎外观,长城汽车 插电式混合动力 增程式,6.539
松油门阻止感,长城汽车 插电式混合动力 增程式,6.493
二三排控制区功能,长城汽车 插电式混合动力 增程式,6.396
空气弹簧,长城汽车 插电式混合动力 增程式,6.152
个性化元素,长城汽车 插电式混合动力 增程式,6.849
主动阻尼悬挂,长城汽车 插电式混合动力 增程式,6.178
陡坡缓降,长城汽车 插电式混合动力 增程式,6.704
后视镜外观,长城汽车 插电式混合动力 增程式,6.575
接缝大小及均匀性,长城汽车 插电式混合动力 增程式,6.768
门把手外观,长城汽车 插电式混合动力 增程式,6.577
卡钳外观,长城汽车 插电式混合动力 增程式,6.328
雨刮器外观,长城汽车 插电式混合动力 增程式,6.169
性价比,长城汽车 汽油,7.713
外观风格,长城汽车 汽油,7.968
内饰风格,长城汽车 汽油,7.178
零百加速,长城汽车 汽油,6.979
油耗WLTC,长城汽车 汽油,6.029
腿部空间,长城汽车 汽油,7.526
后备箱及周边空间,长城汽车 汽油,6.477
动力模式切换平顺性,长城汽车 汽油,6.741
头部空间,长城汽车 汽油,7.438
日常实际使用油耗,长城汽车 汽油,6.233
悬架滤振,长城汽车 汽油,6.542
油门响应,长城汽车 汽油,6.901
座椅材质,长城汽车 汽油,7.09
转向精准度,长城汽车 汽油,7.155
内饰材料及环保,长城汽车 汽油,6.779
加速平顺性,长城汽车 汽油,7.093
前脸外观,长城汽车 汽油,7.906
隔音,长城汽车 汽油,6.649
车尾外观,长城汽车 汽油,7.167
车机系统可靠性,长城汽车 汽油,6.482
车内布局,长城汽车 汽油,6.975
油耗NEDC,长城汽车 汽油,6.042
色彩搭配,长城汽车 汽油,6.847
中控屏功能,长城汽车 汽油,6.943
方向盘轻重调节,长城汽车 汽油,6.912
整车色彩,长城汽车 汽油,6.811
油耗CLTC,长城汽车 汽油,6.043
高速再加速性能,长城汽车 汽油,7.085
语音控制,长城汽车 汽油,6.714
换挡平顺性,长城汽车 汽油,6.833
馈电油耗,长城汽车 汽油,5.735
车身比例,长城汽车 汽油,7.169
风噪,长城汽车 汽油,6.16
最长续航里程,长城汽车 汽油,5.94
智能交互,长城汽车 汽油,6.827
质感、做工,长城汽车 汽油,7.051
动力系统可靠／耐久,长城汽车 汽油,6.788
空调制冷速度,长城汽车 汽油,7.056
NVH异响,长城汽车 汽油,6.046
座椅宽度,长城汽车 汽油,7.122
路噪,长城汽车 汽油,6.197
异味,长城汽车 汽油,5.593
储物,长城汽车 汽油,6.721
车机屏幕分辨率,长城汽车 汽油,6.906
辅助驾驶车道保持,长城汽车 汽油,6.718
自适应巡航,长城汽车 汽油,6.824
空调制热速度,长城汽车 汽油,7.008
座椅加热,长城汽车 汽油,6.947
响应速度,长城汽车 汽油,6.745
座椅调节便利性,长城汽车 汽油,6.998
坐垫厚度,长城汽车 汽油,7.119
自动泊车,长城汽车 汽油,6.584
氛围灯,长城汽车 汽油,6.411
发动机噪音,长城汽车 汽油,6.155
自动紧急制动,长城汽车 汽油,6.802
座椅通风,长城汽车 汽油,6.563
空调与通风,长城汽车 汽油,7.026
桌面APP,长城汽车 汽油,6.536
气囊,长城汽车 汽油,6.802
安全带,长城汽车 汽油,6.804
底盘系统可靠／耐久,长城汽车 汽油,6.818
车身系统可靠／耐久,长城汽车 汽油,6.84
车道偏离预警,长城汽车 汽油,6.751
制动距离,长城汽车 汽油,6.794
前碰撞预警,长城汽车 汽油,6.741
厂家口碑,长城汽车 汽油,6.948
车身刚度,长城汽车 汽油,6.859
事故车门自动解锁,长城汽车 汽油,6.722
屏幕尺寸,长城汽车 汽油,6.909
桌面布局,长城汽车 汽油,6.609
交互便利性,长城汽车 汽油,6.773
远程启动／关闭空调,长城汽车 汽油,6.612
事故车窗自动下降,长城汽车 汽油,6.607
盲区检测,长城汽车 汽油,6.701
气帘,长城汽车 汽油,6.786
儿童安全锁,长城汽车 汽油,6.659
事故自动断油,长城汽车 汽油,6.72
远程解锁／上锁,长城汽车 汽油,6.626
排放,长城汽车 汽油,6.551
PM2.5过滤,长城汽车 汽油,6.91
耐腐蚀性,长城汽车 汽油,6.628
应急照明,长城汽车 汽油,6.613
车门防夹,长城汽车 汽油,6.717
碳足迹,长城汽车 汽油,6.257
过弯侧倾抑制,长城汽车 汽油,6.675
座椅臀部支撑程度,长城汽车 汽油,7.108
远程车辆状态查看,长城汽车 汽油,6.525
座椅靠背角度调节,长城汽车 汽油,7.004
传感器可靠性,长城汽车 汽油,6.524
车机芯片算力,长城汽车 汽油,6.621
座椅调整防夹,长城汽车 汽油,6.647
三脚架,长城汽车 汽油,6.456
耐热,长城汽车 汽油,6.589
耐寒,长城汽车 汽油,6.587
远程开启／关闭车窗,长城汽车 汽油,6.48
车辆追踪／报警,长城汽车 汽油,6.484
安全带主动预紧,长城汽车 汽油,6.741
防尘,长城汽车 汽油,6.588
无钥匙进入／启动,长城汽车 汽油,6.907
仅限用物质,长城汽车 汽油,6.362
主动安全车道保持,长城汽车 汽油,6.754
防水,长城汽车 汽油,6.588
一键寻车,长城汽车 汽油,6.477
防晒,长城汽车 汽油,6.588
音响声音分区,长城汽车 汽油,6.444
正碰时车身强度,长城汽车 汽油,6.841
侧碰时车身强度,长城汽车 汽油,6.84
追尾时车身强度,长城汽车 汽油,6.831
偏置碰时车身强度,长城汽车 汽油,6.838
车机屏幕数量,长城汽车 汽油,6.524
座椅位置调节,长城汽车 汽油,7.031
车距调节,长城汽车 汽油,6.645
并线辅助,长城汽车 汽油,6.608
座椅靠背厚度,长城汽车 汽油,7.049
悬架软硬度,长城汽车 汽油,6.274
开门预警,长城汽车 汽油,6.637
自动落锁,长城汽车 汽油,6.724
摄像头,长城汽车 汽油,6.664
座椅按摩,长城汽车 汽油,6.068
碰撞后自动拨打120,长城汽车 汽油,6.608
车内视野,长城汽车 汽油,6.932
高精地图,长城汽车 汽油,6.506
热成型钢强度,长城汽车 汽油,6.833
碰撞解锁,长城汽车 汽油,6.711
碰撞前车身姿态调整,长城汽车 汽油,6.304
空调风量,长城汽车 汽油,6.982
灯光,长城汽车 汽油,7.166
抬头显示,长城汽车 汽油,6.133
夜视系统,长城汽车 汽油,6.0
车内夜间效果,长城汽车 汽油,6.405
儿童误触碰,长城汽车 汽油,6.368
车漆质感,长城汽车 汽油,6.821
涉水深度,长城汽车 汽油,6.51
夜间行人监测,长城汽车 汽油,6.074
内饰异响,长城汽车 汽油,5.819
SOS紧急呼叫,长城汽车 汽油,6.648
轮胎附着力,长城汽车 汽油,6.706
坐垫柔软程度,长城汽车 汽油,7.112
内饰接缝与拼接,长城汽车 汽油,6.844
隔振,长城汽车 汽油,6.587
空调出风口设计,长城汽车 汽油,6.904
CarPlay,长城汽车 汽油,6.489
自动空调,长城汽车 汽油,7.172
车载KTV,长城汽车 汽油,5.832
悬架形式,长城汽车 汽油,6.735
高清大屏,长城汽车 汽油,7.091
空调风感,长城汽车 汽油,6.82
毫米波雷达,长城汽车 汽油,6.319
方向盘功能,长城汽车 汽油,6.974
空调噪音,长城汽车 汽油,6.473
记忆泊车,长城汽车 汽油,5.951
哨兵模式,长城汽车 汽油,6.113
手势控制,长城汽车 汽油,5.833
方向盘虚位,长城汽车 汽油,6.515
侧面外观,长城汽车 汽油,7.42
激光雷达,长城汽车 汽油,5.824
座椅头枕,长城汽车 汽油,6.926
车载游戏,长城汽车 汽油,5.841
座椅腰部支撑,长城汽车 汽油,6.863
360影像,长城汽车 汽油,6.806
座椅周边储物空间,长城汽车 汽油,6.483
转弯半径,长城汽车 汽油,6.506
轴距,长城汽车 汽油,7.16
方向盘加热,长城汽车 汽油,6.058
NOA,长城汽车 汽油,6.006
无图自动驾驶,长城汽车 汽油,5.834
负离子发生器,长城汽车 汽油,6.322
座椅折叠后空间,长城汽车 汽油,7.012
双层玻璃,长城汽车 汽油,6.334
OTA,长城汽车 汽油,6.577
车门板储物空间,长城汽车 汽油,6.678
座椅打孔,长城汽车 汽油,6.435
手部放置空间,长城汽车 汽油,6.836
座椅腿托,长城汽车 汽油,6.04
仪表盘,长城汽车 汽油,6.882
香氛,长城汽车 汽油,5.964
保值率,长城汽车 汽油,6.248
前备箱空间,长城汽车 汽油,5.831
车顶线条,长城汽车 汽油,6.811
座椅联动,长城汽车 汽油,5.984
三排进出便利性,长城汽车 汽油,6.312
维修便利性,长城汽车 汽油,6.425
无线充电,长城汽车 汽油,6.043
扶手箱空间,长城汽车 汽油,6.738
空调分区,长城汽车 汽油,6.925
后轮转向,长城汽车 汽油,5.796
车窗外观,长城汽车 汽油,6.527
主动降噪,长城汽车 汽油,6.262
轮毂外观,长城汽车 汽油,6.838
灭菌,长城汽车 汽油,6.181
滤芯更换提醒,长城汽车 汽油,6.21
中控面板功能,长城汽车 汽油,6.997
质保时间,长城汽车 汽油,6.529
手套箱空间,长城汽车 汽油,6.549
保养周期,长城汽车 汽油,6.523
靠背加热,长城汽车 汽油,6.349
主驾操作区功能,长城汽车 汽油,6.958
车门大小,长城汽车 汽油,6.65
靠背通风,长城汽车 汽油,6.13
充电接口,长城汽车 汽油,6.123
座椅头枕音箱,长城汽车 汽油,5.847
车门开度,长城汽车 汽油,6.639
离地间隙,长城汽车 汽油,6.756
接近角,长城汽车 汽油,6.556
离去角,长城汽车 汽油,6.558
转向回正力,长城汽车 汽油,6.606
开关门质感,长城汽车 汽油,6.524
可变转向比,长城汽车 汽油,6.038
悬架高度,长城汽车 汽油,6.521
小桌板,长城汽车 汽油,5.819
自动驻车,长城汽车 汽油,6.892
天窗,长城汽车 汽油,6.734
制动热衰退,长城汽车 汽油,6.485
方向盘周边储物空间,长城汽车 汽油,6.152
儿童座椅适配,长城汽车 汽油,6.251
遮阳帘功能,长城汽车 汽油,6.057
后视镜视野,长城汽车 汽油,6.826
零重力座椅,长城汽车 汽油,5.91
副驾交互区功能,长城汽车 汽油,6.283
大床模式空间,长城汽车 汽油,5.978
转向座椅肋部支撑,长城汽车 汽油,5.846
座椅老板键,长城汽车 汽油,5.841
齿轮啸叫,长城汽车 汽油,6.114
麋鹿测试,长城汽车 汽油,6.548
车顶扶手,长城汽车 汽油,5.921
前方视野,长城汽车 汽油,7.013
电吸门便利性,长城汽车 汽油,5.921
易损件寿命,长城汽车 汽油,6.432
敲齿,长城汽车 汽油,6.097
吭音,长城汽车 汽油,6.093
门把手便利性,长城汽车 汽油,6.482
冷暖冰箱,长城汽车 汽油,5.826
脚部放置空间,长城汽车 汽油,7.168
女王座椅,长城汽车 汽油,5.821
爬陡坡性能,长城汽车 汽油,6.903
三把锁,长城汽车 汽油,5.966
制动辅助ABS/ESP/EPB,长城汽车 汽油,7.077
高热工况性能,长城汽车 汽油,6.555
高寒工况性能,长城汽车 汽油,6.528
侧面视野,长城汽车 汽油,6.885
隐私玻璃,长城汽车 汽油,6.42
防晒车顶玻璃,长城汽车 汽油,6.24
满/超载工况性能,长城汽车 汽油,6.633
遮阳帘视野,长城汽车 汽油,6.185
雨刮器视野,长城汽车 汽油,6.457
门板功能,长城汽车 汽油,6.316
高海拔工况性能,长城汽车 汽油,6.522
过道宽度,长城汽车 汽油,6.718
实用小配置,长城汽车 汽油,6.686
制动点头,长城汽车 汽油,6.361
除雾功能,长城汽车 汽油,6.723
除霜功能,长城汽车 汽油,6.726
燃油牌号,长城汽车 汽油,6.357
遮阳板,长城汽车 汽油,6.472
爬长坡性能,长城汽车 汽油,6.886
立柱扶手,长城汽车 汽油,5.899
减速玻璃,长城汽车 汽油,6.517
轮胎外观,长城汽车 汽油,6.337
松油门阻止感,长城汽车 汽油,6.354
二三排控制区功能,长城汽车 汽油,6.122
空气弹簧,长城汽车 汽油,5.864
个性化元素,长城汽车 汽油,6.866
主动阻尼悬挂,长城汽车 汽油,5.866
陡坡缓降,长城汽车 汽油,6.45
后视镜外观,长城汽车 汽油,6.473
接缝大小及均匀性,长城汽车 汽油,6.607
门把手外观,长城汽车 汽油,6.458
卡钳外观,长城汽车 汽油,6.18
雨刮器外观,长城汽车 汽油,5.943
性价比,长安汽车 插电式混合动力 增程式,7.598
外观风格,长安汽车 插电式混合动力 增程式,7.896
内饰风格,长安汽车 插电式混合动力 增程式,7.294
零百加速,长安汽车 插电式混合动力 增程式,7.45
油耗WLTC,长安汽车 插电式混合动力 增程式,6.895
腿部空间,长安汽车 插电式混合动力 增程式,7.648
后备箱及周边空间,长安汽车 插电式混合动力 增程式,7.434
动力模式切换平顺性,长安汽车 插电式混合动力 增程式,7.253
头部空间,长安汽车 插电式混合动力 增程式,7.496
日常实际使用电耗,长安汽车 插电式混合动力 增程式,6.951
日常实际使用油耗,长安汽车 插电式混合动力 增程式,7.023
悬架滤振,长安汽车 插电式混合动力 增程式,6.882
油门响应,长安汽车 插电式混合动力 增程式,7.477
座椅材质,长安汽车 插电式混合动力 增程式,7.245
转向精准度,长安汽车 插电式混合动力 增程式,7.211
内饰材料及环保,长安汽车 插电式混合动力 增程式,7.025
加速平顺性,长安汽车 插电式混合动力 增程式,7.656
前脸外观,长安汽车 插电式混合动力 增程式,7.841
隔音,长安汽车 插电式混合动力 增程式,6.802
车尾外观,长安汽车 插电式混合动力 增程式,7.375
车机系统可靠性,长安汽车 插电式混合动力 增程式,6.678
车内布局,长安汽车 插电式混合动力 增程式,7.174
油耗NEDC,长安汽车 插电式混合动力 增程式,7.011
色彩搭配,长安汽车 插电式混合动力 增程式,7.111
中控屏功能,长安汽车 插电式混合动力 增程式,7.282
方向盘轻重调节,长安汽车 插电式混合动力 增程式,6.989
整车色彩,长安汽车 插电式混合动力 增程式,6.956
油耗CLTC,长安汽车 插电式混合动力 增程式,6.923
高速再加速性能,长安汽车 插电式混合动力 增程式,7.357
电耗WLTC,长安汽车 插电式混合动力 增程式,6.853
语音控制,长安汽车 插电式混合动力 增程式,7.134
换挡平顺性,长安汽车 插电式混合动力 增程式,7.231
馈电油耗,长安汽车 插电式混合动力 增程式,6.704
车身比例,长安汽车 插电式混合动力 增程式,7.24
风噪,长安汽车 插电式混合动力 增程式,6.38
最长续航里程,长安汽车 插电式混合动力 增程式,7.167
智能交互,长安汽车 插电式混合动力 增程式,7.293
质感、做工,长安汽车 插电式混合动力 增程式,7.15
动力系统可靠／耐久,长安汽车 插电式混合动力 增程式,6.952
空调制冷速度,长安汽车 插电式混合动力 增程式,7.26
NVH异响,长安汽车 插电式混合动力 增程式,6.244
座椅宽度,长安汽车 插电式混合动力 增程式,7.331
电耗CLTC,长安汽车 插电式混合动力 增程式,6.806
路噪,长安汽车 插电式混合动力 增程式,6.379
异味,长安汽车 插电式混合动力 增程式,5.772
储物,长安汽车 插电式混合动力 增程式,7.155
车机屏幕分辨率,长安汽车 插电式混合动力 增程式,7.289
辅助驾驶车道保持,长安汽车 插电式混合动力 增程式,6.966
自适应巡航,长安汽车 插电式混合动力 增程式,7.027
空调制热速度,长安汽车 插电式混合动力 增程式,7.255
座椅加热,长安汽车 插电式混合动力 增程式,7.181
响应速度,长安汽车 插电式混合动力 增程式,7.108
座椅调节便利性,长安汽车 插电式混合动力 增程式,7.198
坐垫厚度,长安汽车 插电式混合动力 增程式,7.313
自动泊车,长安汽车 插电式混合动力 增程式,6.882
氛围灯,长安汽车 插电式混合动力 增程式,6.42
发动机噪音,长安汽车 插电式混合动力 增程式,6.459
自动紧急制动,长安汽车 插电式混合动力 增程式,7.012
座椅通风,长安汽车 插电式混合动力 增程式,6.938
空调与通风,长安汽车 插电式混合动力 增程式,7.023
桌面APP,长安汽车 插电式混合动力 增程式,6.897
气囊,长安汽车 插电式混合动力 增程式,7.03
安全带,长安汽车 插电式混合动力 增程式,7.006
底盘系统可靠／耐久,长安汽车 插电式混合动力 增程式,6.958
车身系统可靠／耐久,长安汽车 插电式混合动力 增程式,7.018
车道偏离预警,长安汽车 插电式混合动力 增程式,6.982
制动距离,长安汽车 插电式混合动力 增程式,7.081
前碰撞预警,长安汽车 插电式混合动力 增程式,7.0
厂家口碑,长安汽车 插电式混合动力 增程式,7.006
车身刚度,长安汽车 插电式混合动力 增程式,7.024
事故车门自动解锁,长安汽车 插电式混合动力 增程式,6.97
屏幕尺寸,长安汽车 插电式混合动力 增程式,7.294
桌面布局,长安汽车 插电式混合动力 增程式,7.006
交互便利性,长安汽车 插电式混合动力 增程式,7.143
远程启动／关闭空调,长安汽车 插电式混合动力 增程式,6.947
事故车窗自动下降,长安汽车 插电式混合动力 增程式,6.865
盲区检测,长安汽车 插电式混合动力 增程式,6.994
气帘,长安汽车 插电式混合动力 增程式,7.037
儿童安全锁,长安汽车 插电式混合动力 增程式,6.888
事故自动下电,长安汽车 插电式混合动力 增程式,6.969
电池回收,长安汽车 插电式混合动力 增程式,6.629
事故自动断油,长安汽车 插电式混合动力 增程式,6.97
冬季城市纯电续航,长安汽车 插电式混合动力 增程式,6.47
远程解锁／上锁,长安汽车 插电式混合动力 增程式,6.976
排放,长安汽车 插电式混合动力 增程式,6.969
PM2.5过滤,长安汽车 插电式混合动力 增程式,7.208
耐腐蚀性,长安汽车 插电式混合动力 增程式,6.907
应急照明,长安汽车 插电式混合动力 增程式,6.901
车门防夹,长安汽车 插电式混合动力 增程式,6.988
碳足迹,长安汽车 插电式混合动力 增程式,6.656
过弯侧倾抑制,长安汽车 插电式混合动力 增程式,6.887
座椅臀部支撑程度,长安汽车 插电式混合动力 增程式,7.301
远程车辆状态查看,长安汽车 插电式混合动力 增程式,6.922
座椅靠背角度调节,长安汽车 插电式混合动力 增程式,7.25
传感器可靠性,长安汽车 插电式混合动力 增程式,6.842
车机芯片算力,长安汽车 插电式混合动力 增程式,7.007
座椅调整防夹,长安汽车 插电式混合动力 增程式,6.917
三脚架,长安汽车 插电式混合动力 增程式,6.594
耐热,长安汽车 插电式混合动力 增程式,6.845
耐寒,长安汽车 插电式混合动力 增程式,6.812
远程开启／关闭车窗,长安汽车 插电式混合动力 增程式,6.85
30%SOC～80%SOC,长安汽车 插电式混合动力 增程式,7.187
夏季城市纯电续航,长安汽车 插电式混合动力 增程式,6.971
车辆追踪／报警,长安汽车 插电式混合动力 增程式,6.806
安全带主动预紧,长安汽车 插电式混合动力 增程式,7.0
超充兼容性,长安汽车 插电式混合动力 增程式,6.859
防尘,长安汽车 插电式混合动力 增程式,6.845
无钥匙进入／启动,长安汽车 插电式混合动力 增程式,7.178
仅限用物质,长安汽车 插电式混合动力 增程式,6.694
主动安全车道保持,长安汽车 插电式混合动力 增程式,6.987
防水,长安汽车 插电式混合动力 增程式,6.845
一键寻车,长安汽车 插电式混合动力 增程式,6.828
防晒,长安汽车 插电式混合动力 增程式,6.812
音响声音分区,长安汽车 插电式混合动力 增程式,6.822
正碰时车身强度,长安汽车 插电式混合动力 增程式,7.044
侧碰时车身强度,长安汽车 插电式混合动力 增程式,7.044
追尾时车身强度,长安汽车 插电式混合动力 增程式,7.038
偏置碰时车身强度,长安汽车 插电式混合动力 增程式,7.044
车机屏幕数量,长安汽车 插电式混合动力 增程式,6.963
座椅位置调节,长安汽车 插电式混合动力 增程式,7.243
车距调节,长安汽车 插电式混合动力 增程式,6.956
并线辅助,长安汽车 插电式混合动力 增程式,6.763
座椅靠背厚度,长安汽车 插电式混合动力 增程式,7.241
悬架软硬度,长安汽车 插电式混合动力 增程式,6.748
电耗NEDC,长安汽车 插电式混合动力 增程式,6.877
开门预警,长安汽车 插电式混合动力 增程式,6.918
自动落锁,长安汽车 插电式混合动力 增程式,6.987
摄像头,长安汽车 插电式混合动力 增程式,7.0
座椅按摩,长安汽车 插电式混合动力 增程式,6.356
碰撞后自动拨打120,长安汽车 插电式混合动力 增程式,6.91
车内视野,长安汽车 插电式混合动力 增程式,7.032
高精地图,长安汽车 插电式混合动力 增程式,6.873
热成型钢强度,长安汽车 插电式混合动力 增程式,7.051
碰撞解锁,长安汽车 插电式混合动力 增程式,6.994
碰撞前车身姿态调整,长安汽车 插电式混合动力 增程式,6.574
空调风量,长安汽车 插电式混合动力 增程式,7.159
灯光,长安汽车 插电式混合动力 增程式,7.253
抬头显示,长安汽车 插电式混合动力 增程式,6.51
夜视系统,长安汽车 插电式混合动力 增程式,6.258
车内夜间效果,长安汽车 插电式混合动力 增程式,6.54
儿童误触碰,长安汽车 插电式混合动力 增程式,6.608
车漆质感,长安汽车 插电式混合动力 增程式,6.835
涉水深度,长安汽车 插电式混合动力 增程式,6.542
夜间行人监测,长安汽车 插电式混合动力 增程式,6.321
内饰异响,长安汽车 插电式混合动力 增程式,6.032
SOS紧急呼叫,长安汽车 插电式混合动力 增程式,6.955
轮胎附着力,长安汽车 插电式混合动力 增程式,6.891
坐垫柔软程度,长安汽车 插电式混合动力 增程式,7.317
内饰接缝与拼接,长安汽车 插电式混合动力 增程式,7.006
隔振,长安汽车 插电式混合动力 增程式,6.919
空调出风口设计,长安汽车 插电式混合动力 增程式,7.101
CarPlay,长安汽车 插电式混合动力 增程式,6.839
自动空调,长安汽车 插电式混合动力 增程式,7.37
车载KTV,长安汽车 插电式混合动力 增程式,6.046
悬架形式,长安汽车 插电式混合动力 增程式,7.0
高清大屏,长安汽车 插电式混合动力 增程式,7.516
空调风感,长安汽车 插电式混合动力 增程式,7.041
毫米波雷达,长安汽车 插电式混合动力 增程式,6.699
方向盘功能,长安汽车 插电式混合动力 增程式,6.937
空调噪音,长安汽车 插电式混合动力 增程式,6.698
记忆泊车,长安汽车 插电式混合动力 增程式,6.26
哨兵模式,长安汽车 插电式混合动力 增程式,6.523
手势控制,长安汽车 插电式混合动力 增程式,6.067
方向盘虚位,长安汽车 插电式混合动力 增程式,6.667
侧面外观,长安汽车 插电式混合动力 增程式,7.527
激光雷达,长安汽车 插电式混合动力 增程式,5.993
0%SOC～100%SOC,长安汽车 插电式混合动力 增程式,6.804
座椅头枕,长安汽车 插电式混合动力 增程式,7.167
馈电状态短时最高车速,长安汽车 插电式混合动力 增程式,6.902
车载游戏,长安汽车 插电式混合动力 增程式,6.013
座椅腰部支撑,长安汽车 插电式混合动力 增程式,7.152
360影像,长安汽车 插电式混合动力 增程式,7.027
座椅周边储物空间,长安汽车 插电式混合动力 增程式,6.768
转弯半径,长安汽车 插电式混合动力 增程式,6.694
轴距,长安汽车 插电式混合动力 增程式,7.522
方向盘加热,长安汽车 插电式混合动力 增程式,6.222
NOA,长安汽车 插电式混合动力 增程式,6.436
无图自动驾驶,长安汽车 插电式混合动力 增程式,6.02
负离子发生器,长安汽车 插电式混合动力 增程式,6.717
座椅折叠后空间,长安汽车 插电式混合动力 增程式,7.262
双层玻璃,长安汽车 插电式混合动力 增程式,6.796
OTA,长安汽车 插电式混合动力 增程式,6.987
车门板储物空间,长安汽车 插电式混合动力 增程式,7.06
座椅打孔,长安汽车 插电式混合动力 增程式,6.78
冬季高速纯电续航,长安汽车 插电式混合动力 增程式,6.357
手部放置空间,长安汽车 插电式混合动力 增程式,7.066
座椅腿托,长安汽车 插电式混合动力 增程式,6.46
仪表盘,长安汽车 插电式混合动力 增程式,7.176
馈电状态可持续最高车速,长安汽车 插电式混合动力 增程式,6.858
香氛,长安汽车 插电式混合动力 增程式,6.17
满电状态短时最高车速,长安汽车 插电式混合动力 增程式,7.284
保值率,长安汽车 插电式混合动力 增程式,6.384
前备箱空间,长安汽车 插电式混合动力 增程式,6.007
车顶线条,长安汽车 插电式混合动力 增程式,6.982
座椅联动,长安汽车 插电式混合动力 增程式,6.257
三排进出便利性,长安汽车 插电式混合动力 增程式,6.581
维修便利性,长安汽车 插电式混合动力 增程式,6.552
无线充电,长安汽车 插电式混合动力 增程式,6.087
扶手箱空间,长安汽车 插电式混合动力 增程式,7.032
夏季高速纯电续航,长安汽车 插电式混合动力 增程式,6.934
满电状态可持续最高车速,长安汽车 插电式混合动力 增程式,7.239
空调分区,长安汽车 插电式混合动力 增程式,7.217
后轮转向,长安汽车 插电式混合动力 增程式,5.912
车窗外观,长安汽车 插电式混合动力 增程式,6.691
主动降噪,长安汽车 插电式混合动力 增程式,6.703
轮毂外观,长安汽车 插电式混合动力 增程式,7.165
灭菌,长安汽车 插电式混合动力 增程式,6.5
滤芯更换提醒,长安汽车 插电式混合动力 增程式,6.554
中控面板功能,长安汽车 插电式混合动力 增程式,7.194
